quarter,start date,end date,portfolio type,start value,end value,log return,portfolio range
11,06/2011,09/2011,weighted,42397.65596633524,34667.56828096766,-0.201288458656963,30-60
11,06/2011,09/2011,weighted,28360.97519469948,23074.62081601625,-0.20628073976708805,15-30
11,06/2011,09/2011,weighted,17623.954094724355,13041.488979145912,-0.301123269297058,5-15
11,06/2011,09/2011,weighted,2831.1387051897636,2050.4869635555897,-0.3226016919120749,0-5
12,09/2011,12/2011,weighted,425832.8103973004,457779.56820563244,0.07234097074934098,100+
12,09/2011,12/2011,weighted,15639.923131676846,17271.861606412072,0.0992518603320125,60-100
12,09/2011,12/2011,weighted,32535.451242443458,35758.312516199716,0.09445245775025057,30-60
12,09/2011,12/2011,weighted,26223.23522660664,28877.351952414745,0.09641175995598417,15-30
12,09/2011,12/2011,weighted,19031.49144445316,20756.30857983528,0.08675517684729606,5-15
12,09/2011,12/2011,weighted,3726.613848396623,4414.37946494491,0.16936726673780989,0-5
13,12/2011,03/2012,weighted,456430.302832031,487329.4056033652,0.06550428085038007,100+
13,12/2011,03/2012,weighted,19434.910037527465,20821.699522032977,0.06892475375195595,60-100
13,12/2011,03/2012,weighted,37632.16277715303,41067.85093209692,0.0873665218826094,30-60
13,12/2011,03/2012,weighted,27540.766541165718,31593.313451208913,0.13727817190528668,15-30
13,12/2011,03/2012,weighted,17669.853641837024,19997.244433907497,0.12373448232127693,5-15
13,12/2011,03/2012,weighted,3394.0630966898507,4081.053035008679,0.18432729463444097,0-5
14,03/2012,06/2012,weighted,534201.3012640163,545696.4845378143,0.021290195471811657,100+
14,03/2012,06/2012,weighted,25161.9601801772,24152.52780887232,-0.04094429159384738,60-100
14,03/2012,06/2012,weighted,39706.022105347045,37749.38934517112,-0.05053356722300251,30-60
14,03/2012,06/2012,weighted,29060.887107309023,27201.112667431735,-0.06613530506846388,15-30
14,03/2012,06/2012,weighted,17363.891882215405,15575.901783935316,-0.10866790842215757,5-15
14,03/2012,06/2012,weighted,2997.629568599167,2978.7507213740996,-0.006317840935472496,0-5
15,06/2012,09/2012,weighted,578799.26610115,615978.4219248745,0.06225620678694099,100+
15,06/2012,09/2012,weighted,21789.347586615997,22173.209449491133,0.017463571022110713,60-100
15,06/2012,09/2012,weighted,38012.0058930344,40127.65370777669,0.05416366090269342,30-60
15,06/2012,09/2012,weighted,30239.414584989197,32080.44784367992,0.05910055095338329,15-30
15,06/2012,09/2012,weighted,17026.270348781734,17599.205912897956,0.033096316520467184,5-15
15,06/2012,09/2012,weighted,3091.0258660143486,3505.280579334001,0.12576753716257194,0-5
16,09/2012,12/2012,weighted,651719.9958619568,654468.3791474213,0.004208255706554809,100+
16,09/2012,12/2012,weighted,23085.169586684326,22443.691271611573,-0.02818083982061914,60-100
16,09/2012,12/2012,weighted,41361.46291130866,41155.81508212087,-0.004984368363734504,30-60
16,09/2012,12/2012,weighted,30363.28000906463,30310.728271675252,-0.001732265661019028,15-30
16,09/2012,12/2012,weighted,16055.72079809301,16899.617914049082,0.05122579095124635,5-15
16,09/2012,12/2012,weighted,2996.284314145526,3010.720875828447,0.004806584652632395,0-5
17,12/2012,03/2013,weighted,665393.6369269147,771125.9006615798,0.14747285475326954,100+
17,12/2012,03/2013,weighted,23942.974310030444,25769.11291419195,0.07350166827623461,60-100
17,12/2012,03/2013,weighted,40553.85514846424,44603.46209644418,0.09518063397293908,30-60
17,12/2012,03/2013,weighted,29814.662222073355,32540.803973939263,0.08749451535269692,15-30
17,12/2012,03/2013,weighted,15984.58765939672,17813.754948159505,0.10834592206902727,5-15
17,12/2012,03/2013,weighted,3088.8245311060127,3387.2613317081587,0.09223112024953473,0-5
18,03/2013,06/2013,weighted,861797.4923295906,927333.0950314484,0.07329251146784266,100+
18,03/2013,06/2013,weighted,29337.597826292396,29176.086818230084,-0.0055204665104025,60-100
18,03/2013,06/2013,weighted,44479.13640384431,44892.76014024829,0.009256303281867773,30-60
18,03/2013,06/2013,weighted,30542.29729828174,31141.425595411285,0.019426425993479768,15-30
18,03/2013,06/2013,weighted,15693.15353939774,16126.060030434079,0.02721206189219849,5-15
18,03/2013,06/2013,weighted,2732.0544059357294,2952.4289380521664,0.07757434456561008,0-5
19,06/2013,09/2013,weighted,1031650.1050267445,1044845.5910211488,0.012709550657122648,100+
19,06/2013,09/2013,weighted,31807.270261253943,33251.50906056525,0.044405263128888706,60-100
19,06/2013,09/2013,weighted,43482.9318665703,45343.013216928106,0.04188761090473392,30-60
19,06/2013,09/2013,weighted,29853.6025841824,32056.625682114198,0.07119836940865731,15-30
19,06/2013,09/2013,weighted,16815.39978392039,18109.726212895683,0.07415403343071603,5-15
19,06/2013,09/2013,weighted,2679.547453004632,2958.4524111319415,0.0990183780885232,0-5
20,09/2013,12/2013,weighted,1063715.7012513997,1114930.1858271216,0.0470236322001103,100+
20,09/2013,12/2013,weighted,34078.0384663228,36946.35818332099,0.08081393830357975,60-100
20,09/2013,12/2013,weighted,46014.69648079436,49802.965218394565,0.07911369061969786,30-60
20,09/2013,12/2013,weighted,30196.625373572177,31865.266285132195,0.05378640985619576,15-30
20,09/2013,12/2013,weighted,16214.348295642374,16915.940754114603,0.042359869744419854,5-15
20,09/2013,12/2013,weighted,2496.652708476924,2580.5149223396465,0.03303804320662973,0-5
21,12/2013,03/2014,weighted,1055446.7441951006,1105200.5606692873,0.04606268985823547,100+
21,12/2013,03/2014,weighted,39342.94615041199,39281.5818127273,-0.0015609467359425366,60-100
21,12/2013,03/2014,weighted,48766.71079142057,49574.42702238117,0.01642719237406709,30-60
21,12/2013,03/2014,weighted,30139.49581437457,30676.114001201404,0.0176478412596488,15-30
21,12/2013,03/2014,weighted,15336.850025137443,15209.12561471163,-0.008362813898349586,5-15
21,12/2013,03/2014,weighted,2252.5797527722257,2303.8137100894824,0.022489768359081452,0-5
22,03/2014,06/2014,weighted,1312562.86581455,1314106.518907585,0.0011753692944580507,100+
22,03/2014,06/2014,weighted,40666.13785096156,42380.07363859156,0.041282538101773625,60-100
22,03/2014,06/2014,weighted,48116.384954357425,50035.07043904935,0.0391014056893475,30-60
22,03/2014,06/2014,weighted,30719.2379565799,31843.68586094362,0.035950014369712235,15-30
22,03/2014,06/2014,weighted,15871.413565204166,15855.422230677152,-0.001008063708848539,5-15
22,03/2014,06/2014,weighted,2213.470588825081,2567.7375482729276,0.1484634938556697,0-5
23,06/2014,09/2014,weighted,1219525.6955963187,1324583.3492741145,0.08263594755778492,100+
23,06/2014,09/2014,weighted,41101.53904380926,40846.13993661483,-0.006233243876996752,60-100
23,06/2014,09/2014,weighted,48847.99518202797,48307.9157452012,-0.011117903065880341,30-60
23,06/2014,09/2014,weighted,31708.419369840398,30173.655142870106,-0.04961304347934359,15-30
23,06/2014,09/2014,weighted,15773.863677942647,14488.765580267038,-0.08498081118307432,5-15
23,06/2014,09/2014,weighted,2269.9404569975204,2079.8817108005896,-0.08744257846305192,0-5
24,09/2014,12/2014,weighted,1280352.6949004673,1395096.8061582702,0.08582822509358934,100+
24,09/2014,12/2014,weighted,37501.31355546949,38422.10679354824,0.024257031183211097,60-100
24,09/2014,12/2014,weighted,48448.53520154715,50124.36787315186,0.0340051698562327,30-60
24,09/2014,12/2014,weighted,30976.03047485803,31081.220978079924,0.0033901148215296217,15-30
24,09/2014,12/2014,weighted,16964.156365095296,16619.63470038586,-0.02051785936973971,5-15
24,09/2014,12/2014,weighted,2381.409916648846,2349.639526637594,-0.013430790765913692,0-5
25,12/2014,03/2015,weighted,1569512.074062762,1511886.1693200555,-0.037406800124033524,100+
25,12/2014,03/2015,weighted,38117.82758360031,38069.273403898944,-0.0012746038540782934,60-100
25,12/2014,03/2015,weighted,49217.04545260473,48818.49834543742,-0.008130710298233979,30-60
25,12/2014,03/2015,weighted,30893.79675836751,30049.445569732645,-0.027711201041368483,15-30
25,12/2014,03/2015,weighted,15842.502890503272,15819.991298399309,-0.0014219723666037964,5-15
25,12/2014,03/2015,weighted,2486.185485086413,2571.8084970986233,0.03385974463256858,0-5
26,03/2015,06/2015,weighted,1394014.3285216033,1315009.1003594534,-0.05834400496418546,100+
26,03/2015,06/2015,weighted,39650.885792310335,38993.69387826746,-0.016713350490078938,60-100
26,03/2015,06/2015,weighted,48872.47015230739,48478.56314638061,-0.008092552124098873,30-60
26,03/2015,06/2015,weighted,30000.529724982993,29604.205139375776,-0.013298622246580294,15-30
26,03/2015,06/2015,weighted,15361.95273385413,14990.606950287618,-0.02447004910847994,5-15
26,03/2015,06/2015,weighted,2594.1160909994305,2729.4401484166,0.050850675771364706,0-5
27,06/2015,09/2015,weighted,1349492.7822619877,1286291.0428230187,-0.047965888450759664,100+
27,06/2015,09/2015,weighted,37759.95812646528,33626.319094587925,-0.11594016560636966,60-100
27,06/2015,09/2015,weighted,48507.464241108595,43729.04852201195,-0.1037050808069857,30-60
27,06/2015,09/2015,weighted,31149.39832811415,27468.403436609104,-0.12575855157393967,15-30
27,06/2015,09/2015,weighted,15692.564185141335,12841.232243749666,-0.20052571858420265,5-15
27,06/2015,09/2015,weighted,2666.0364844117194,2272.635802027062,-0.15965260258673997,0-5
28,09/2015,12/2015,weighted,1191887.0275572073,1211443.2529116655,0.016274631211425472,100+
28,09/2015,12/2015,weighted,31485.950668510966,32826.303349206704,0.04168868957733629,60-100
28,09/2015,12/2015,weighted,43575.26742219617,45114.958233552985,0.03472413122582729,30-60
28,09/2015,12/2015,weighted,29447.99734523297,29889.57329617298,0.014883794462722477,15-30
28,09/2015,12/2015,weighted,17500.38788467944,17396.354849790074,-0.0059623526399352755,5-15
28,09/2015,12/2015,weighted,3090.4309998144754,3104.4515729133864,0.004526509380474053,0-5
29,12/2015,03/2016,weighted,1088875.8903162554,1168578.1824341104,0.07064191032734257,100+
29,12/2015,03/2016,weighted,31090.039817987777,31234.64487761151,0.004640386704366506,60-100
29,12/2015,03/2016,weighted,44708.934796304195,44877.171165844076,0.003755862932136367,30-60
29,12/2015,03/2016,weighted,29726.524254637163,29225.995979136398,-0.01698113332920137,15-30
29,12/2015,03/2016,weighted,17351.74654582385,17102.486805353976,-0.014469286643008061,5-15
29,12/2015,03/2016,weighted,3108.604184212891,3245.6634336573525,0.04314596715003205,0-5
30,03/2016,06/2016,weighted,1256166.802422601,1276052.4518351934,0.01570642682679768,100+
30,03/2016,06/2016,weighted,31734.527064675214,32440.67077627676,0.02200763647124404,60-100
30,03/2016,06/2016,weighted,42838.80107903611,42793.713396918574,-0.0010530506212500512,30-60
30,03/2016,06/2016,weighted,30323.880957710855,31271.325583118796,0.03076600959309772,15-30
30,03/2016,06/2016,weighted,17406.450271088434,17671.396073474316,0.015106448569040865,5-15
30,03/2016,06/2016,weighted,3246.455129455444,3626.671687012662,0.1107516653801941,0-5
31,06/2016,09/2016,weighted,1366393.1760068024,1365663.2731342802,-0.0005343248966305225,100+
31,06/2016,09/2016,weighted,32172.724186706186,32766.186225387977,0.018278057244003776,60-100
31,06/2016,09/2016,weighted,43376.54709080859,44365.33725526762,0.02253956665963841,30-60
31,06/2016,09/2016,weighted,32049.803158485553,32321.769555938867,0.008449941619176116,15-30
31,06/2016,09/2016,weighted,16853.02450392484,18325.8676424744,0.08378345765376771,5-15
31,06/2016,09/2016,weighted,3295.637827474215,3772.0813941685255,0.13502721948740337,0-5
32,09/2016,12/2016,weighted,1269703.7538756866,1423490.063372023,0.11432803869626262,100+
32,09/2016,12/2016,weighted,33489.48105132829,34060.68248907952,0.016912321825733656,60-100
32,09/2016,12/2016,weighted,44825.281222963924,46715.02997839162,0.041293660705354895,30-60
32,09/2016,12/2016,weighted,32466.369389487238,34200.85529670681,0.05204588687432299,15-30
32,09/2016,12/2016,weighted,15784.635120975807,16694.068710060135,0.05601648308516971,5-15
32,09/2016,12/2016,weighted,2820.1964974789294,3029.261729597234,0.07151237375509023,0-5
33,12/2016,03/2017,weighted,1634102.800530332,1677236.2934346336,0.02605346750064541,100+
33,12/2016,03/2017,weighted,35853.226998798986,36636.936488399784,0.02162334827774437,60-100
33,12/2016,03/2017,weighted,48583.01313803711,49867.94462953794,0.026104458241544393,30-60
33,12/2016,03/2017,weighted,29458.72802225176,30853.299278141298,0.046253456771685464,15-30
33,12/2016,03/2017,weighted,15247.769006264105,16042.955941800963,0.050836673428188206,5-15
33,12/2016,03/2017,weighted,2914.769453197444,3130.4865097467573,0.07139770003477341,0-5
34,03/2017,06/2017,weighted,1578296.4157873495,1612293.4807341394,0.021311640034566537,100+
34,03/2017,06/2017,weighted,37547.307542563336,37954.71512226122,0.010792069390957337,60-100
34,03/2017,06/2017,weighted,48935.18951028726,48779.14224964684,-0.0031939509893206264,30-60
34,03/2017,06/2017,weighted,31034.642172023778,30514.265080389756,-0.0169097881527005,15-30
34,03/2017,06/2017,weighted,14501.076532621171,14674.247741910844,0.01187121290202775,5-15
34,03/2017,06/2017,weighted,2690.5928331452546,2608.8267204097183,-0.030860965547065966,0-5
35,06/2017,09/2017,weighted,1625783.6504698785,1750107.623307376,0.07368733909596337,100+
35,06/2017,09/2017,weighted,37127.38988188744,36704.48421240243,-0.011456035753331761,60-100
35,06/2017,09/2017,weighted,49639.735597628045,50898.23111921398,0.025036536949578192,30-60
35,06/2017,09/2017,weighted,30805.91030497681,31405.7366906538,0.019284008792549656,15-30
35,06/2017,09/2017,weighted,14059.911279739452,14754.881871053618,0.04824642609012919,5-15
35,06/2017,09/2017,weighted,2708.066010828515,2987.164903094076,0.09809001365609848,0-5
36,09/2017,12/2017,weighted,1900171.9687762943,2056537.9093989746,0.07907955050021975,100+
36,09/2017,12/2017,weighted,38732.399305417755,40889.69705959736,0.054201684540899464,60-100
36,09/2017,12/2017,weighted,51006.54564077365,53222.56326953399,0.042528457655016894,30-60
36,09/2017,12/2017,weighted,29898.916784326204,30748.897088504473,0.02803187477734781,15-30
36,09/2017,12/2017,weighted,13916.096428079081,14006.615202217527,0.006483545898174015,5-15
36,09/2017,12/2017,weighted,2725.6626115975155,2688.6714889070213,-0.013664357450966058,0-5
37,12/2017,03/2018,weighted,2096038.6881298306,2110796.832624787,0.007016297625831669,100+
37,12/2017,03/2018,weighted,41110.927863322366,39589.47606750421,-0.0377106438434911,60-100
37,12/2017,03/2018,weighted,51110.6514164707,49754.85133787985,-0.026884944901269137,30-60
37,12/2017,03/2018,weighted,29054.952502659693,27959.19576156248,-0.03844279772747328,15-30
37,12/2017,03/2018,weighted,13842.693590171102,13522.202911962895,-0.023424560202746747,5-15
37,12/2017,03/2018,weighted,2689.4109425279885,2534.7368860283423,-0.05923234999857385,0-5
38,03/2018,06/2018,weighted,2164801.0979250926,2056891.7420351487,-0.05113250537437786,100+
38,03/2018,06/2018,weighted,39396.014338674504,39298.02059801378,-0.002490501126059641,60-100
38,03/2018,06/2018,weighted,50610.61448807732,51132.44731625365,0.010257945745983932,30-60
38,03/2018,06/2018,weighted,28827.572539172263,29391.615654230278,0.019377142865170782,15-30
38,03/2018,06/2018,weighted,14643.233394022092,14892.691975431431,0.016892276788851746,5-15
38,03/2018,06/2018,weighted,2872.40260004134,3175.538225681875,0.10032831544316512,0-5
39,06/2018,09/2018,weighted,1891258.2144995148,2140471.43140526,0.12378377028715448,100+
39,06/2018,09/2018,weighted,42738.766485701526,45783.564298760335,0.0688187800216955,60-100
39,06/2018,09/2018,weighted,51561.358236930486,52366.59919458216,0.015496447571846872,30-60
39,06/2018,09/2018,weighted,28866.071696084695,29093.61737563915,0.007851900251980126,15-30
39,06/2018,09/2018,weighted,14553.967088234338,14402.774789511974,-0.010442726831978888,5-15
39,06/2018,09/2018,weighted,2674.7204672893836,2645.1099963333195,-0.011132225717075173,0-5
40,09/2018,12/2018,weighted,2158643.417737865,2041612.9776570855,-0.055739806288979565,100+
40,09/2018,12/2018,weighted,44273.57412902023,37080.71313419695,-0.17729100544561582,60-100
40,09/2018,12/2018,weighted,49665.693138209666,43094.6322702223,-0.14191596778149673,30-60
40,09/2018,12/2018,weighted,29245.95705277679,23485.585416029004,-0.21935449730699297,15-30
40,09/2018,12/2018,weighted,14361.669962545247,11650.296321592881,-0.2092312344968672,5-15
40,09/2018,12/2018,weighted,2592.390538210877,2001.1812548418814,-0.2588428041172426,0-5
